                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
101,0.453,0.46948,0.15317,0.90944,0.87154,0.93462,0.55947,0.40973,0.47916,0.17101,0.0010248,0.0010248,0.0010248
102,0.4491,0.4706,0.15365,0.88161,0.89402,0.94517,0.56194,0.41564,0.46985,0.1765,0.0010149,0.0010149,0.0010149
103,0.45345,0.46743,0.15446,0.88494,0.88535,0.93539,0.53888,0.43771,0.48421,0.18152,0.0010051,0.0010051,0.0010051
104,0.45919,0.48043,0.15901,0.88658,0.88669,0.93887,0.55235,0.42132,0.47172,0.17761,0.00099522,0.00099522,0.00099522
105,0.46505,0.47396,0.16285,0.88882,0.88066,0.93643,0.55055,0.42747,0.47702,0.17919,0.00098537,0.00098537,0.00098537
106,0.47355,0.48268,0.16348,0.88922,0.88129,0.93589,0.55696,0.41783,0.47426,0.17625,0.00097552,0.00097552,0.00097552
107,0.45364,0.47307,0.15446,0.89815,0.88624,0.94151,0.56444,0.41124,0.47211,0.17343,0.00096567,0.00096567,0.00096567
108,0.45955,0.47323,0.15603,0.90442,0.86556,0.93304,0.55914,0.41671,0.47371,0.17365,0.00095582,0.00095582,0.00095582
109,0.46283,0.47868,0.16006,0.88364,0.88097,0.9345,0.56794,0.40897,0.48192,0.17032,0.00094597,0.00094597,0.00094597
110,0.4602,0.47111,0.15927,0.90142,0.87163,0.9387,0.56781,0.40575,0.47618,0.1692,0.00093612,0.00093612,0.00093612
111,0.44447,0.46909,0.15156,0.89328,0.88446,0.94171,0.57087,0.40551,0.46887,0.16869,0.00092627,0.00092627,0.00092627
112,0.45059,0.46605,0.15241,0.90899,0.88444,0.94471,0.57058,0.41072,0.46241,0.17053,0.00091642,0.00091642,0.00091642
113,0.44529,0.46949,0.15317,0.8907,0.89658,0.9436,0.56297,0.41217,0.47289,0.17583,0.00090657,0.00090657,0.00090657
114,0.43662,0.46237,0.1478,0.89194,0.90185,0.94357,0.57302,0.40522,0.47803,0.16906,0.00089672,0.00089672,0.00089672
115,0.4377,0.47314,0.15243,0.90011,0.89254,0.94345,0.58222,0.39983,0.46501,0.1667,0.00088687,0.00088687,0.00088687
116,0.4392,0.46337,0.1514,0.89721,0.89485,0.94716,0.57485,0.40517,0.46768,0.16794,0.00087701,0.00087701,0.00087701
117,0.44338,0.46369,0.14902,0.88222,0.89613,0.93689,0.57354,0.40732,0.47743,0.1687,0.00086716,0.00086716,0.00086716
118,0.43505,0.46045,0.14777,0.90365,0.89344,0.94686,0.5813,0.40149,0.46267,0.16547,0.00085731,0.00085731,0.00085731
119,0.44299,0.45679,0.15125,0.88567,0.90211,0.94212,0.57801,0.40212,0.46606,0.16655,0.00084746,0.00084746,0.00084746
120,0.44348,0.47186,0.15191,0.88823,0.90288,0.94424,0.58179,0.39912,0.47946,0.16565,0.00083761,0.00083761,0.00083761
121,0.4403,0.45898,0.15298,0.88886,0.90108,0.94338,0.57075,0.40625,0.46861,0.16924,0.00082776,0.00082776,0.00082776
122,0.42504,0.45889,0.14419,0.9005,0.89973,0.95208,0.58586,0.39428,0.46067,0.16433,0.00081791,0.00081791,0.00081791
123,0.42083,0.45388,0.13945,0.912,0.89344,0.95387,0.59111,0.39038,0.4636,0.16093,0.00080806,0.00080806,0.00080806
124,0.42701,0.45372,0.14419,0.90383,0.90603,0.95033,0.59067,0.3893,0.46659,0.15936,0.00079821,0.00079821,0.00079821
125,0.43294,0.45054,0.14614,0.90435,0.90333,0.94778,0.59031,0.39073,0.46395,0.16225,0.00078836,0.00078836,0.00078836
126,0.434,0.44898,0.14832,0.91604,0.89254,0.95082,0.58978,0.39446,0.45709,0.16245,0.00077851,0.00077851,0.00077851
127,0.42399,0.44834,0.1436,0.90498,0.91232,0.95069,0.59416,0.38988,0.46357,0.16053,0.00076866,0.00076866,0.00076866
128,0.42454,0.44868,0.14213,0.91382,0.90592,0.95495,0.59198,0.39281,0.46094,0.16139,0.00075881,0.00075881,0.00075881
129,0.42303,0.44578,0.14206,0.90456,0.91201,0.95373,0.59351,0.38814,0.46477,0.16,0.00074896,0.00074896,0.00074896
130,0.41162,0.45111,0.13881,0.89185,0.91142,0.9506,0.59662,0.38576,0.46154,0.1596,0.0007391,0.0007391,0.0007391
131,0.41328,0.447,0.14021,0.9108,0.89992,0.95226,0.59608,0.38538,0.46009,0.15878,0.00072925,0.00072925,0.00072925
132,0.41344,0.44951,0.14159,0.90528,0.89613,0.94798,0.58561,0.39314,0.46702,0.16326,0.0007194,0.0007194,0.0007194
133,0.41206,0.44816,0.1386,0.91244,0.89969,0.95518,0.59239,0.38916,0.46143,0.16034,0.00070955,0.00070955,0.00070955
134,0.4195,0.44386,0.14135,0.89146,0.91727,0.9562,0.59499,0.38997,0.46016,0.1614,0.0006997,0.0006997,0.0006997
135,0.40322,0.44071,0.13513,0.90601,0.90737,0.95614,0.60295,0.38027,0.45603,0.15646,0.00068985,0.00068985,0.00068985
136,0.40835,0.43518,0.13369,0.90836,0.90033,0.94991,0.59601,0.38683,0.46726,0.15986,0.00068,0.00068,0.00068
137,0.4061,0.44207,0.1346,0.90078,0.91443,0.95452,0.60156,0.38224,0.45885,0.15749,0.00067015,0.00067015,0.00067015
138,0.41111,0.43851,0.14104,0.91024,0.90558,0.95678,0.60142,0.38448,0.46192,0.15799,0.0006603,0.0006603,0.0006603
139,0.40492,0.437,0.13652,0.91006,0.91097,0.95556,0.59906,0.3836,0.45705,0.15781,0.00065045,0.00065045,0.00065045
140,0.41343,0.43932,0.13772,0.90857,0.89809,0.94511,0.59029,0.39388,0.47031,0.16264,0.0006406,0.0006406,0.0006406
141,0.41751,0.44141,0.13979,0.89538,0.90429,0.94556,0.58488,0.4025,0.47606,0.16603,0.00063075,0.00063075,0.00063075
142,0.41506,0.44295,0.14098,0.91094,0.89686,0.95171,0.59319,0.38791,0.46668,0.15946,0.0006209,0.0006209,0.0006209
143,0.41273,0.4429,0.13951,0.90139,0.90333,0.94722,0.59342,0.38717,0.47149,0.15887,0.00061104,0.00061104,0.00061104
144,0.40639,0.43928,0.13768,0.88439,0.92874,0.9499,0.59467,0.38525,0.46381,0.15787,0.00060119,0.00060119,0.00060119
145,0.40558,0.43848,0.13383,0.90893,0.91052,0.95581,0.60863,0.37707,0.4537,0.15449,0.00059134,0.00059134,0.00059134
146,0.40907,0.44337,0.14045,0.89522,0.91547,0.95697,0.5985,0.38554,0.45968,0.15928,0.00058149,0.00058149,0.00058149
147,0.40543,0.43603,0.13574,0.91667,0.91008,0.95775,0.60696,0.37928,0.45588,0.15585,0.00057164,0.00057164,0.00057164
148,0.39719,0.43694,0.13205,0.91683,0.90711,0.95835,0.60951,0.37515,0.45523,0.15334,0.00056179,0.00056179,0.00056179
149,0.41019,0.43991,0.13832,0.91235,0.90802,0.95473,0.60354,0.38174,0.46462,0.15653,0.00055194,0.00055194,0.00055194
150,0.40036,0.43539,0.13594,0.9087,0.90847,0.95738,0.60213,0.38213,0.45514,0.15751,0.00054209,0.00054209,0.00054209
151,0.39347,0.42996,0.12993,0.89925,0.92266,0.95677,0.60996,0.37693,0.45744,0.15544,0.00053224,0.00053224,0.00053224
152,0.39108,0.4298,0.13171,0.91659,0.89883,0.95514,0.608,0.37654,0.45849,0.15568,0.00052239,0.00052239,0.00052239
153,0.39005,0.42547,0.12805,0.91594,0.90638,0.95447,0.60524,0.37933,0.46266,0.15628,0.00051254,0.00051254,0.00051254
154,0.39286,0.42818,0.13204,0.91882,0.90589,0.9539,0.60848,0.37312,0.45686,0.15357,0.00050269,0.00050269,0.00050269
155,0.39641,0.42284,0.1316,0.91558,0.91637,0.9566,0.60927,0.37534,0.45124,0.15353,0.00049284,0.00049284,0.00049284
156,0.38423,0.42522,0.13111,0.92383,0.91592,0.95851,0.61218,0.37533,0.45165,0.1534,0.00048299,0.00048299,0.00048299
157,0.38989,0.42787,0.12666,0.91651,0.91996,0.9601,0.61447,0.37458,0.44968,0.15388,0.00047313,0.00047313,0.00047313
158,0.38346,0.42266,0.12958,0.91581,0.91052,0.95945,0.6143,0.37578,0.45385,0.15402,0.00046328,0.00046328,0.00046328
159,0.39042,0.4257,0.12937,0.91222,0.92131,0.96086,0.61528,0.37559,0.45045,0.15401,0.00045343,0.00045343,0.00045343
160,0.38064,0.42107,0.12632,0.91713,0.92063,0.96256,0.61783,0.37054,0.45658,0.15082,0.00044358,0.00044358,0.00044358
161,0.37996,0.4198,0.1234,0.90631,0.93078,0.96004,0.61511,0.3713,0.45707,0.15176,0.00043373,0.00043373,0.00043373
162,0.37431,0.41792,0.12483,0.91452,0.91906,0.96148,0.61757,0.37156,0.45094,0.15205,0.00042388,0.00042388,0.00042388
163,0.37434,0.4153,0.12401,0.90813,0.92626,0.96245,0.62144,0.36977,0.45243,0.15002,0.00041403,0.00041403,0.00041403
164,0.37725,0.41975,0.12377,0.91933,0.92235,0.96178,0.61874,0.37062,0.45159,0.15238,0.00040418,0.00040418,0.00040418
165,0.37726,0.41948,0.12663,0.90159,0.93435,0.96231,0.62265,0.36862,0.45678,0.15021,0.00039433,0.00039433,0.00039433
166,0.37708,0.4183,0.12521,0.92051,0.9112,0.96072,0.61759,0.37242,0.45492,0.15166,0.00038448,0.00038448,0.00038448
167,0.36934,0.40762,0.12313,0.9014,0.9384,0.96299,0.62453,0.36744,0.45295,0.14966,0.00037463,0.00037463,0.00037463
168,0.3724,0.41094,0.12156,0.92945,0.91227,0.96356,0.6231,0.36826,0.4497,0.14988,0.00036478,0.00036478,0.00036478
169,0.3722,0.41155,0.12268,0.92218,0.91457,0.96099,0.62211,0.36676,0.45794,0.14944,0.00035493,0.00035493,0.00035493
170,0.37959,0.41586,0.12406,0.92856,0.91169,0.96061,0.62403,0.36635,0.45247,0.14866,0.00034507,0.00034507,0.00034507
171,0.37333,0.41254,0.12334,0.91639,0.91664,0.96109,0.62309,0.3677,0.45261,0.14906,0.00033522,0.00033522,0.00033522
172,0.37028,0.41473,0.12131,0.93253,0.9074,0.96229,0.62141,0.36578,0.45972,0.14678,0.00032537,0.00032537,0.00032537
173,0.36226,0.40927,0.11724,0.92148,0.91996,0.95878,0.62525,0.36215,0.45938,0.14582,0.00031552,0.00031552,0.00031552
174,0.3729,0.41222,0.12357,0.92302,0.92191,0.96207,0.6292,0.36064,0.45247,0.14493,0.00030567,0.00030567,0.00030567
175,0.36072,0.40484,0.11868,0.92274,0.92366,0.96287,0.62531,0.36335,0.45421,0.14703,0.00029582,0.00029582,0.00029582
176,0.36113,0.40441,0.11567,0.90473,0.93705,0.96302,0.6289,0.36107,0.45361,0.14499,0.00028597,0.00028597,0.00028597
177,0.35949,0.40643,0.11717,0.91827,0.92448,0.96375,0.62564,0.36482,0.45076,0.14769,0.00027612,0.00027612,0.00027612
178,0.3651,0.41465,0.1202,0.91495,0.92387,0.9618,0.6231,0.36727,0.45735,0.1477,0.00026627,0.00026627,0.00026627
179,0.36509,0.4139,0.11874,0.93065,0.91115,0.95966,0.62347,0.36562,0.45546,0.14814,0.00025642,0.00025642,0.00025642
180,0.36108,0.41022,0.1181,0.93068,0.91187,0.9628,0.62445,0.365,0.45283,0.1484,0.00024657,0.00024657,0.00024657
181,0.36572,0.40654,0.11743,0.92862,0.91322,0.96064,0.62557,0.36459,0.45647,0.14748,0.00023672,0.00023672,0.00023672
182,0.35783,0.40553,0.11874,0.91809,0.92491,0.96279,0.6293,0.36346,0.45024,0.14698,0.00022687,0.00022687,0.00022687
183,0.35304,0.4044,0.11493,0.92441,0.91951,0.95962,0.63093,0.35938,0.45516,0.14458,0.00021701,0.00021701,0.00021701
184,0.35974,0.40389,0.1177,0.91205,0.93165,0.95936,0.62615,0.36199,0.45612,0.14583,0.00020716,0.00020716,0.00020716
185,0.35417,0.40573,0.11436,0.91086,0.93345,0.95963,0.62903,0.35971,0.45827,0.14465,0.00019731,0.00019731,0.00019731
186,0.35469,0.39884,0.11514,0.93327,0.90827,0.9593,0.62849,0.36054,0.45589,0.14471,0.00018746,0.00018746,0.00018746
187,0.35478,0.39875,0.11576,0.91101,0.92896,0.9612,0.63081,0.3594,0.45849,0.14424,0.00017761,0.00017761,0.00017761
188,0.35189,0.39904,0.11248,0.92382,0.92581,0.95951,0.63169,0.35761,0.45657,0.14387,0.00016776,0.00016776,0.00016776
189,0.35503,0.39746,0.11382,0.92492,0.92536,0.96108,0.63183,0.35615,0.45298,0.14308,0.00015791,0.00015791,0.00015791
190,0.3495,0.39918,0.11336,0.92831,0.91682,0.96287,0.63028,0.36032,0.45341,0.14464,0.00014806,0.00014806,0.00014806
191,0.34483,0.39284,0.11092,0.92384,0.92719,0.96075,0.63038,0.35788,0.45387,0.14301,0.00013821,0.00013821,0.00013821
192,0.31431,0.37223,0.12472,0.91927,0.9321,0.96504,0.63504,0.3584,0.44496,0.14356,0.00012836,0.00012836,0.00012836
193,0.30669,0.37148,0.11914,0.91981,0.93348,0.963,0.63549,0.35781,0.44534,0.14384,0.00011851,0.00011851,0.00011851
194,0.30489,0.36483,0.11856,0.92839,0.92671,0.96435,0.63517,0.35584,0.44837,0.1435,0.00010866,0.00010866,0.00010866
195,0.29968,0.36287,0.11624,0.92823,0.92671,0.9647,0.63802,0.35503,0.44641,0.14251,9.88E-05,9.88E-05,9.88E-05
196,0.30016,0.36309,0.11726,0.92858,0.93031,0.96324,0.63707,0.35762,0.4453,0.1446,8.90E-05,8.90E-05,8.90E-05
197,0.30138,0.36369,0.11714,0.93493,0.92221,0.96271,0.63681,0.35782,0.44241,0.14466,7.91E-05,7.91E-05,7.91E-05
198,0.29704,0.3604,0.11472,0.94422,0.91277,0.96542,0.63942,0.35467,0.44349,0.14303,6.93E-05,6.93E-05,6.93E-05
199,0.29242,0.35774,0.11187,0.9218,0.93121,0.96425,0.6385,0.35519,0.44555,0.14305,5.94E-05,5.94E-05,5.94E-05
200,0.29349,0.35442,0.11182,0.93647,0.92125,0.96378,0.63947,0.35581,0.44485,0.14275,4.96E-05,4.96E-05,4.96E-05
201,0.29106,0.35582,0.11164,0.93141,0.92816,0.96403,0.64007,0.35468,0.44583,0.1422,3.97E-05,3.97E-05,3.97E-05
